,Src,Eqid,Datetime,Lat,Lon,Mag,Depth,Nst,Place
533,ci,11379194,1381931022000,33.6787,-116.7152,2.9,17.1,94,"6km S of Idyllwild, California"
534,ak,10826173,1381930981000,60.439,-151.8508,1.5,73.1,25,"30km W of Kalifornsky, Alaska"
535,ci,11379186,1381930963300,33.6828,-116.7115,1.3,17.4,41,"6km S of Idyllwild-Pine Cove, California"
536,us,b000keq6,1381930629350,32.5272,-96.9032,2.4,5,,"1km W of Ovilla, Texas"
537,nn,00426540,1381930235928,39.081,-119.0503,1.16,5.0325,13,"14km NE of Yerington, Nevada"
538,nc,72088751,1381929413400,37.798,-122.1997,1,9.5,,"4km SE of Piedmont, California"
539,us,b000kepr,1381927616550,-6.402,154.9639,5.3,66.59,,"58km W of Panguna, Papua New Guinea"
540,nc,72088741,1381927133900,38.8042,-122.7915,1.4,0.9,,"4km NW of The Geysers, California"
541,ak,10826172,1381925632000,59.5638,-153.2374,2,102.8,23,"82km WSW of Anchor Point, Alaska"
542,nn,00426535,1381924867817,37.0863,-117.3674,1.36,2.6496,14,"57km WNW of Beatty, Nevada"
543,nc,72088731,1381924753500,37.4435,-118.3752,1.2,10.5,,"7km NNE of Dixon Lane-Meadow Creek, California"
544,ak,10826171,1381923906000,61.5593,-151.2801,1.6,67.9,25,"69km WSW of Willow, Alaska"
545,ak,10825186,1381923355000,64.7535,-148.93,1.9,15.6,,"21km NNE of North Nenana, Alaska"
546,ak,10825182,1381922038000,63.9256,-148.8799,1.5,0,,"8km NNE of Healy, Alaska"
547,nc,72088711,1381921910800,38.7797,-122.7568,1.2,1.8,,"0km N of The Geysers, California"
548,nc,72088701,1381921231400,37.4603,-118.7477,2.2,5.8,,"28km SE of Mammoth Lakes, California"
549,pr,13289004,1381920406900,18.002,-67.216,2.3,40,11,"4km NW of Pole Ojea, Puerto Rico"
550,nm,101613a,1381919484000,36.5354,-89.6027,1.3,8.5,8,"6km S of Lilbourn, Missouri"
551,us,b000kemb,1381919460930,-6.4873,154.928,6.8,54.06,,"64km WSW of Panguna, Papua New Guinea"
552,us,b000kem8,1381919088330,0.6788,-78.1611,4.5,8.65,,"26km WNW of El Angel, Ecuador"
553,ci,11379130,1381918855200,35.9868,-117.9157,1.2,4.3,25,"38km NNW of Inyokern, California"
554,ci,11379122,1381918628200,33.0383,-116.4208,1.3,8.5,39,"17km ESE of Julian, California"
555,nc,72088666,1381918561800,36.6402,-121.2653,1.5,6.3,,"21km NE of Gonzales, California"
556,nc,72088656,1381918494100,38.8083,-122.8197,1.4,3.4,,"6km WNW of The Geysers, California"
557,hv,60577561,1381917692300,19.3705,-155.2348,1.5,31.2,,"6km S of Volcano, Hawaii"
558,us,b000kely,1381917416180,9.9575,124.1094,5,19.73,,"2km NE of Canmaya Diot, Philippines"
559,ak,10825150,1381917274000,59.7393,-151.9984,1.9,59.2,36,"10km WSW of Anchor Point, Alaska"
560,nc,72088646,1381917028800,36.6432,-121.2633,2.2,6.9,,"20km SSE of Ridgemark, California"
561,ak,10826167,1381916816000,63.3116,-151.0077,1,10.5,13,"103km W of Cantwell, Alaska"
562,ak,10826166,1381916428000,63.3781,-149.826,1.1,110.7,11,"43km W of Cantwell, Alaska"
563,uu,60041352,1381916262300,44.785,-110.571,1.6,2.8,,"41km NNE of Old Faithful Geyser, Wyoming"
564,ak,10826165,1381916256000,62.0673,-152.1822,1.6,114.2,19,"111km WSW of Talkeetna, Alaska"
565,nn,00426530,1381916195936,36.3257,-114.4817,1.68,0,5,"26km S of Old Overton (historical), Nevada"
566,ak,10825142,1381916126000,60.1717,-141.3923,1.4,0,14,"58km ENE of Cape Yakataga, Alaska"
567,hv,60577541,1381915553600,19.2965,-155.3837,1.7,3.8,,"14km NE of Pahala, Hawaii"
568,nc,72088631,1381913741300,38.1145,-122.4193,1.6,13.5,,"8km E of Black Point-Green Point, California"
569,hv,60577521,1381913522800,19.3763,-155.2332,1.8,32.5,,"6km S of Volcano, Hawaii"
570,us,b000kel7,1381913375140,35.0964,49.7677,4.8,9.98,,"50km NNW of Tafresh, Iran"
571,ci,11379098,1381913338900,33.4052,-116.3355,1.2,15.2,31,"16km NNE of Borrego Springs, California"
572,ak,10826163,1381912094000,63.4619,-144.7544,1.3,8.5,10,"51km SSE of Deltana, Alaska"
573,ci,11379074,1381911983600,33.9133,-116.3475,1.4,4.3,50,"2km N of Sky Valley, California"
574,nc,72088621,1381911863600,37.4948,-118.7338,1.2,9,,"27km SE of Mammoth Lakes, California"
575,ak,10826162,1381911608000,51.7918,-173.7075,1.8,15.6,9,"56km SE of Atka, Alaska"
576,ak,10826161,1381911130000,51.9016,-176.0884,2.1,126.9,15,"39km E of Adak, Alaska"
577,ak,10825132,1381909963000,53.0388,-167.5335,2.1,74.8,9,"90km E of Nikolski, Alaska"
578,ak,10825129,1381909710000,60.5768,-142.2307,1.3,50,4,"57km N of Cape Yakataga, Alaska"
579,us,b000kek0,1381908973200,9.7947,123.7337,4.8,22.17,,"6km W of Loon, Philippines"
580,ak,10826159,1381908758000,62.1626,-150.2848,1.2,47.1,16,"20km SSW of Talkeetna, Alaska"
581,us,b000kejw,1381908688420,9.6605,123.7498,5,18.99,,"4km NW of San Agustin, Philippines"
582,ak,10826158,1381908489000,61.7728,-150.0273,1.2,39.1,18,"2km N of Willow, Alaska"
583,hv,60577496,1381908426000,19.3663,-155.2372,2.1,32,,"7km S of Volcano, Hawaii"
584,ci,11379002,1381908301300,35.7627,-117.6735,1.3,2.6,24,"15km N of Ridgecrest, California"
585,ci,11378994,1381908253500,33.1757,-115.6167,1.3,0.9,27,"11km WNW of Calipatria, California"
586,ak,10825108,1381907879000,61.4451,-151.2809,2.1,63.9,,"71km W of Big Lake, Alaska"
587,ak,10825105,1381907733000,62.9099,-150.6552,2.2,100.1,,"71km NNW of Talkeetna, Alaska"
588,ak,10826155,1381906568000,54.3628,-163.8008,2.4,67.2,12,"59km SSW of False Pass, Alaska"
589,ci,11378970,1381906329500,34.0423,-118.2857,1.5,10.9,33,"4km WSW of Los Angeles, California"
590,ak,10825098,1381906135000,63.3096,-149.3141,1.5,88.2,,"20km WSW of Cantwell, Alaska"
591,mb,13094433,1381906085100,48.7061,-112.3468,1.9,19.7,18,"8km N of Cut Bank, Montana"
592,us,b000kein,1381905213240,9.914,123.9863,4.7,17.93,,"3km S of Panaytayon, Philippines"
593,ak,10825097,1381905207000,52.8428,-167.2954,2.1,34.8,9,"106km E of Nikolski, Alaska"
594,uu,60041342,1381904909100,44.8105,-110.5653,1.7,2,,"44km NNE of Old Faithful Geyser, Wyoming"
595,uu,60041337,1381904882000,44.798,-110.5645,1.5,1.9,,"42km NNE of Old Faithful Geyser, Wyoming"
596,uu,60041332,1381904723500,44.7627,-110.581,1.8,3.8,,"38km NNE of Old Faithful Geyser, Wyoming"
597,nc,72088586,1381904511300,38.8375,-122.8288,1.6,2.6,,"9km W of Cobb, California"
598,nn,00426526,1381903151324,39.0777,-119.0483,2.22,5.9786,16,"14km NE of Yerington, Nevada"
599,nc,72088561,1381903085300,38.841,-122.831,1.6,2.6,,"9km WNW of Cobb, California"
600,nc,72088556,1381903077700,38.8408,-122.831,2.1,2.4,,"9km WNW of Cobb, California"
601,nc,72088551,1381903044900,38.8412,-122.8293,2.1,1.8,,"9km WNW of Cobb, California"
602,ak,10826152,1381902675000,51.4572,-179.4843,2.3,86.2,8,"33km NW of Amatignak Island, Alaska"
603,ak,10825084,1381901875000,54.1388,-164.28,2.8,65.4,19,"97km E of Akutan, Alaska"
604,us,b000keh5,1381901318870,9.9826,124.2449,4.8,18.47,,"2km NNE of San Miguel, Philippines"
605,nn,00426521,1381900690339,39.2795,-115.5941,2.62,0,4,"40km SE of Eureka, Nevada"
606,ak,10825081,1381900586000,63.8148,-148.5737,1.2,98.2,19,"19km ESE of Healy, Alaska"
607,ci,11378914,1381899854000,35.1315,-119.1588,2.1,19.9,36,"20km SW of Greenfield, California"
608,ci,11378898,1381898917800,34.2243,-117.4693,1.9,8.9,67,"13km NW of Muscoy, California"
609,nc,72088511,1381898292600,38.8117,-122.7883,1.2,3.4,,"4km NW of The Geysers, California"
610,hv,60577436,1381897550500,19.3757,-155.2323,2.1,32.1,,"6km S of Volcano, Hawaii"
611,hv,60577431,1381897343400,19.2088,-155.2722,2.4,45.3,,"21km E of Pahala, Hawaii"
612,nn,00426508,1381896972426,38.3197,-115.6524,1.33,0,6,"49km SSW of Currant, Nevada"
613,uw,60611597,1381895985000,47.8525,-122.0882,1.4,21.5,,"0km ENE of Cathcart, Washington"
614,ci,11378882,1381895808200,33.1962,-115.6328,1.5,7.2,10,"11km WSW of Niland, California"
615,us,b000keem,1381894179830,12.8132,-88.5172,4.8,66.35,,"52km S of Puerto El Triunfo, El Salvador"
616,ak,10825061,1381894016000,60.1199,-141.5218,1.3,0,,"50km E of Cape Yakataga, Alaska"
617,ci,11378858,1381893370900,34.0335,-117.2355,2.1,18,86,"2km SE of Loma Linda, California"
618,mb,13699820,1381893074900,44.6976,-111.9125,1.2,10.4,17,"54km E of Lima, Montana"
619,pr,13289002,1381893008500,17.9398,-65.4085,2.3,14,4,"18km SSE of Esperanza, Puerto Rico"
620,ak,10825057,1381892689000,60.0053,-140.6841,1.2,1.8,13,"74km NW of Yakutat, Alaska"
621,pr,13289000,1381892629300,17.8861,-67.2024,2,3,6,"10km S of Pole Ojea, Puerto Rico"
622,nc,72088481,1381892612900,40.2285,-121.164,2.8,0,,"10km SSE of Chester, California"
623,nc,72088466,1381892415300,38.8083,-122.8077,1.5,2.7,,"5km NW of The Geysers, California"
624,nn,00426503,1381892266071,39.583,-118.1759,2.83,7.1211,11,"53km ENE of Fallon, Nevada"
625,nc,72088446,1381891974300,36.8243,-120.9213,2.1,4.3,,"26km SSW of Los Banos, California"
626,us,b000kedv,1381891343700,9.8025,124.3327,5,17.38,,"2km SSE of Pilar, Philippines"
627,ak,10825047,1381890613000,60.8684,-151.6488,1.7,87.1,22,"27km NW of Nikiski, Alaska"
628,nc,72088431,1381890244500,37.5215,-118.8523,1.3,7.7,,"17km SE of Mammoth Lakes, California"
629,ci,11378842,1381889976000,34.207,-117.0707,1.1,2.6,34,"3km E of Running Springs, California"
630,pr,13289001,1381889833700,17.7814,-67.0266,1.9,32,7,"21km S of La Parguera, Puerto Rico"
631,ak,10825041,1381889609000,60.2577,-141.6575,1.3,3.8,,"47km ENE of Cape Yakataga, Alaska"
632,nc,72088411,1381887856300,38.8267,-122.806,1.8,3.2,,"6km NW of The Geysers, California"
633,us,b000kecq,1381887422040,9.771,123.6654,5.2,22.06,,"13km ESE of Casay, Philippines"
634,nc,72088401,1381885556400,37.4975,-118.513,1.2,14.5,,"15km NW of Dixon Lane-Meadow Creek, California"
635,ak,10825030,1381885070000,59.9822,-139.5699,1.6,0,7,"49km N of Yakutat, Alaska"
636,ci,11378794,1381885029200,37.0607,-117.3767,1.1,8.2,5,"57km WNW of Beatty, Nevada"
637,ci,11378778,1381884476600,33.8847,-118.3688,2.3,11.3,51,"1km W of Lawndale, California"
638,nc,72088381,1381883939400,40.3458,-121.9342,1.1,6.2,,"16km SSW of Shingletown, California"
639,mb,13305206,1381883773600,47.4385,-112.2183,1.5,10.9,19,"41km S of Choteau, Montana"
640,us,b000kebw,1381882842230,-41.357,-90.9363,4.8,10,,Southeast of Easter Island
641,ak,10826144,1381882041000,60.5356,-138.3827,1.3,11,6,"53km WSW of Haines Junction, Canada"
642,ak,10825023,1381881776000,63.6123,-147.4814,1.2,9.4,25,"77km ENE of Cantwell, Alaska"
643,ci,11378770,1381881196100,33.043,-116.4283,1,5.1,27,"16km ESE of Julian, California"
644,ak,10825020,1381881092000,61.0174,-150.7427,1.5,54.6,7,"47km NE of Nikiski, Alaska"
645,ci,11378762,1381880254900,35.039,-117.6858,1.6,0,20,"5km NW of Boron, California"
646,ci,11378754,1381879572900,31.387,-115.4887,2.9,7,3,"73km NW of San Felipe, Mexico"
647,ak,10824894,1381878994000,61.8262,-149.3819,1.8,0.6,21,"11km NW of Fishhook, Alaska"
648,ak,10824889,1381878691000,61.7544,-146.5944,1.6,35.5,13,"67km SW of Glennallen, Alaska"
649,nc,72088341,1381876346300,37.3648,-121.7325,1.3,3.5,,"7km ESE of East Foothills, California"
650,nc,72088336,1381875821300,40.705,-122.4827,1.7,21.9,,"9km WNW of Shasta Lake, California"
651,nc,72088331,1381875670800,37.3562,-122.2227,1.1,10.1,,"3km SSE of Portola Valley, California"
652,nc,72088321,1381875315700,38.7613,-122.7362,1,1.4,,"2km SE of The Geysers, California"
653,hv,60577141,1381875010000,19.3877,-155.279,2.4,3.1,,"6km SW of Volcano, Hawaii"
654,ci,11378738,1381874186900,34.222,-117.4727,1.5,9.3,42,"14km NNW of Fontana, California"
655,nc,72088311,1381873506800,38.7683,-122.8383,1.7,8.1,,"7km W of The Geysers, California"
656,nc,72088301,1381872532400,35.7178,-121.131,1.4,8.4,,"9km NNE of San Simeon, California"
657,uw,60611312,1381871835500,49.3875,-120.5818,2.4,0,,"9km SSW of Princeton, Canada"
658,ci,11378722,1381871629400,33.3425,-116.297,1,12.6,25,"12km NE of Borrego Springs, California"
659,nc,72088291,1381870554600,38.787,-122.7702,1.6,2.3,,"1km NW of The Geysers, California"
660,us,b000ke52,1381870296330,-6.376,129.9881,4.3,161.85,,"227km NW of Saumlaki, Indonesia"
661,nc,72088281,1381869459000,38.811,-122.8203,1.1,3.4,,"6km NW of The Geysers, California"
662,uw,60611267,1381869098000,46.0322,-122.7155,1.4,0,,"10km ENE of Kalama, Washington"
663,us,b000ke3w,1381868880630,-5.6083,153.0081,4.7,67.92,,"126km S of Taron, Papua New Guinea"
664,nc,72088271,1381868784400,38.4065,-122.6145,2,6.3,,"6km W of Kenwood, California"
665,us,b000ke34,1381868749100,35.19,26.22,4.1,10,,"2km WSW of Palaikastron, Greece"
666,ak,10824823,1381868712000,60.5655,-147.2841,2.7,5.5,37,"79km ESE of Whittier, Alaska"
667,us,b000ke2q,1381868150520,-18.5089,-63.1872,4.9,42.83,,"46km NE of Abapo, Bolivia"
668,us,b000ke1q,1381868000310,-18.4946,-63.1985,5,36.17,,"46km NE of Abapo, Bolivia"
669,nc,72088261,1381867527100,38.812,-122.819,1.5,3.3,,"6km NW of The Geysers, California"
670,hv,60577041,1381866259800,19.371,-155.2223,1.8,3,,"6km SSE of Volcano, Hawaii"
671,us,b000kdz1,1381865592540,45.6482,26.539,4.9,138.04,,"15km WSW of Nereju, Romania"
672,pr,13288005,1381863732300,17.7245,-67.0381,1.6,22,3,"27km S of La Parguera, Puerto Rico"
673,us,b000kdxd,1381862983500,-15.1918,167.5923,5.1,130.15,,"59km NE of Luganville, Vanuatu"
674,ak,10824783,1381862607000,61.5478,-146.6549,1.4,26,6,"49km NNW of Valdez, Alaska"
675,nc,72088196,1381861750100,40.718,-122.4628,2.3,18.6,,"8km WNW of Shasta Lake, California"
676,ci,11378666,1381858564600,33.0335,-116.423,1.9,9.1,53,"17km ESE of Julian, California"
677,ci,11378650,1381858431800,36.143,-118.4105,2,1.6,33,"43km N of Kernville, California"
678,us,b000kduz,1381858359600,10.068,124.1863,4.6,58.61,,"7km ESE of Buenavista, Philippines"
679,ci,11378642,1381858291000,33.4643,-116.9015,1,9.9,28,"4km NW of Aguanga, California"
680,ci,11378634,1381858179300,33.7883,-117.6417,1.2,3.3,21,"11km SW of Corona, California"
681,us,b000kduc,1381857230570,-7.0754,125.752,4.5,501.4,,"165km N of Dili, East Timor"
682,nc,72088161,1381857025800,36.2383,-120.3505,1.9,10.8,,"10km N of Coalinga, California"
683,ci,11378602,1381856778000,32.9162,-116.2198,1.3,6.5,23,"30km ENE of Pine Valley, California"
684,ci,11378610,1381856693000,33.8583,-117.5093,1.4,0,22,1km NW of Quarry at CORONA
685,nc,72088156,1381856370600,40.422,-123.2285,2,25.3,,"15km SSW of Hayfork, California"
686,uu,60041267,1381856299400,44.6763,-110.0472,1,13.5,,"66km ENE of Old Faithful Geyser, Wyoming"
687,ak,10824701,1381853994000,60.0073,-152.6362,2.9,100,26,"51km WNW of Anchor Point, Alaska"
688,ak,10824699,1381853863000,63.101,-151.3516,1.3,4.5,5,"107km NW of Talkeetna, Alaska"
689,ak,10824692,1381853199000,62.6972,-149.7791,1.2,46.2,8,"44km NNE of Talkeetna, Alaska"
690,pr,13288004,1381852621500,18.8486,-64.4465,2.8,99,3,"51km NNE of Road Town, British Virgin Islands"
691,us,b000kdqr,1381851289910,10.0875,-90.6727,4,12.75,,Off the coast of Central America
692,ak,10824671,1381849490000,62.1027,-141.4717,2.6,0.1,28,"157km SSE of Tok, Alaska"
693,ak,10824669,1381849168000,65.9178,-147.6789,2,20.1,9,"118km N of College, Alaska"
694,hv,60576946,1381849165500,19.3167,-155.338,2.9,29.9,,"16km SW of Volcano, Hawaii"
695,nc,72088086,1381848296700,38.7883,-122.726,1,2.1,,"2km ENE of The Geysers, California"
696,ci,11378578,1381848248700,36.1503,-118.0713,1.4,2.1,17,"50km S of Lone Pine, California"
697,nc,72088081,1381847974400,40.6967,-122.4703,1.9,4.3,,"8km WNW of Shasta Lake, California"
698,pr,13288003,1381847506300,18.943,-65.3264,2.7,15,3,"70km N of Culebra, Puerto Rico"
699,pr,13288002,1381847383000,19.0405,-64.4042,2.6,76,3,"72km NNE of Road Town, British Virgin Islands"
700,nc,72088066,1381847211100,36.6182,-121.226,2.4,6.2,,"23km NNE of Soledad, California"
701,nc,72088061,1381847025700,38.793,-122.7822,1.3,2.7,,"2km NW of The Geysers, California"
702,nc,72088056,1381846882100,40.7088,-122.4982,2.3,21.3,,"11km WNW of Shasta Lake, California"
703,nc,72088051,1381846778800,40.7267,-122.4498,2.1,17.8,,"8km NW of Shasta Lake, California"
704,ak,10824652,1381845905000,51.3546,-177.6715,2.6,39.8,9,"67km SSE of Tanaga Volcano, Alaska"
705,nc,72088026,1381845497000,40.7133,-122.4768,2.1,17.6,,"9km WNW of Shasta Lake, California"
706,us,b000kdnn,1381845080250,9.8493,123.8513,5.1,20.34,,"5km SSW of Calape, Philippines"
707,us,b000kdnl,1381845017670,-28.2411,-71.1637,4.3,42.41,,"53km NW of Vallenar, Chile"
708,nc,72088021,1381844001700,38.8253,-122.8497,1.1,2.5,,"9km WNW of The Geysers, California"
709,ci,11378554,1381843918400,33.2062,-115.674,2.4,2.6,46,"14km WSW of Niland, California"
710,ci,11378538,1381843262300,34.5887,-116.6002,1.5,11.3,38,"37km ENE of Lucerne Valley, California"
711,us,b000kdms,1381842075810,9.9369,124.1613,4.9,20.28,,"6km W of Danao, Philippines"
712,us,b000kdmm,1381841830940,3.9695,95.952,4.7,65.46,,"26km SW of Meulaboh, Indonesia"
713,us,b000kdmg,1381841367310,-9.7042,114.7786,4.8,66.65,,"103km SSW of Kangin, Indonesia"
714,ak,10824636,1381840622000,60.4996,-148.4645,1.8,0,12,"32km SSE of Whittier, Alaska"
715,nc,72088011,1381840608800,38.7678,-122.7392,1,1.4,,"1km SE of The Geysers, California"
716,ak,10824632,1381840110000,63.1406,-150.3734,1.4,100,16,"76km WSW of Cantwell, Alaska"
717,nc,72087991,1381839192900,40.7178,-122.469,2.2,20.2,,"9km WNW of Shasta Lake, California"
718,nc,72087986,1381839183600,37.5178,-118.8252,1.2,3.2,,"19km SE of Mammoth Lakes, California"
719,nc,72087981,1381839084600,37.8917,-122.227,1,7.3,,"4km ENE of Berkeley, California"
720,ak,10824623,1381838967000,52.9906,-168.1512,3.1,63.4,13,"48km E of Nikolski, Alaska"
721,us,b000kdlr,1381838234530,51.4198,-177.8352,4.2,47.13,,"55km SSE of Tanaga Volcano, Alaska"
722,ak,10824615,1381838216000,63.4827,-151.3679,1,13.2,4,"121km W of Cantwell, Alaska"
723,ak,10824610,1381838045000,60.5107,-142.0068,1.2,5.8,8,"54km NNE of Cape Yakataga, Alaska"
724,nc,72087971,1381837499900,38.7797,-122.756,1.1,1.9,,"0km N of The Geysers, California"
725,ak,10824772,1381837493000,63.2507,-150.72,1.7,123.6,14,"90km W of Cantwell, Alaska"
726,nc,72087961,1381837207200,38.7937,-122.8085,1.8,3.2,,"4km WNW of The Geysers, California"
727,uw,60610992,1381837100700,47.782,-121.8217,1.6,16.6,,"8km S of Sultan, Washington"
728,uu,60041252,1381837070000,37.5378,-113.1223,1.5,12,,"16km SSW of Cedar City, Utah"
729,uu,60041247,1381835194400,44.7598,-110.899,1.1,8.5,,"19km NE of West Yellowstone, Montana"
730,pr,13288001,1381834903300,18.9043,-63.7218,3.2,8,3,"103km NW of The Valley, Anguilla"
731,uu,60041242,1381834757500,38.9577,-111.3937,1.1,1.9,,"27km SW of Ferron, Utah"
732,ak,10824601,1381834750000,61.1503,-140.1726,1.5,21.2,5,"150km WNW of Haines Junction, Canada"
733,ci,11378506,1381834635700,32.996,-115.9045,1.2,5.8,15,"26km W of Westmorland, California"
734,nc,72087946,1381834526200,36.6983,-121.3333,2.4,5.6,,"12km SSE of Ridgemark, California"
735,us,b000kdl1,1381834195290,9.9024,123.7491,4.7,20.93,,"12km NNW of Loon, Philippines"
736,nc,72087941,1381833880400,38.8068,-122.8155,2,3.1,,"6km WNW of The Geysers, California"
737,nc,72087931,1381833712100,38.7915,-122.8113,1.3,3.7,,"5km WNW of The Geysers, California"
738,nc,72087916,1381833498400,37.5255,-118.85,2.1,9.1,,"17km SE of Mammoth Lakes, California"
739,nc,72087911,1381833427000,38.7937,-122.8077,2.5,3.1,,"4km WNW of The Geysers, California"
740,nc,72087906,1381833400400,38.7938,-122.8088,1.9,3,,"4km WNW of The Geysers, California"
741,nc,72087896,1381832625400,37.8888,-122.2208,1.4,7.3,,"3km WNW of Orinda, California"
742,nc,72087891,1381832214400,37.888,-122.2195,1.3,7.3,,"3km WNW of Orinda, California"
743,us,b000kdkj,1381832049280,17.6709,-100.2907,4.1,63.89,,"34km WSW of Tlacotepec, Mexico"
744,us,b000kdkg,1381831644540,10.0193,123.8534,4.6,20.27,,"11km NNW of San Isidro, Philippines"
745,nc,72087876,1381831531700,40.7185,-122.4693,2.3,20.2,,"9km WNW of Shasta Lake, California"
746,nc,72087871,1381831479400,38.8372,-122.8037,1.1,2.8,,"7km WNW of Cobb, California"
747,ak,10824565,1381831347000,60.9912,-146.1054,3.1,13.9,73,"20km SE of Valdez, Alaska"
748,ci,11378474,1381830973800,33.3807,-116.3217,1,7.3,32,"14km NNE of Borrego Springs, California"
749,us,b000kdk7,1381830434140,9.7972,124.2137,4.8,17.2,,"2km W of Valle Hermoso, Philippines"
750,ci,11378458,1381830054500,33.9897,-116.7652,1.3,13.6,51,"8km NNE of Cabazon, California"
751,ci,11378450,1381829929200,33.0307,-116.427,1.1,10.2,34,"17km ESE of Julian, California"
752,us,b000kdjs,1381828700310,9.8399,124.0989,4.7,11.03,,"7km W of Nueva Fuerza, Philippines"
753,nc,72087836,1381828512100,37.8882,-122.2248,2.6,7,,"4km ENE of Berkeley, California"
754,nc,72087831,1381828203100,36.28,-120.8303,1.9,9.7,,"27km ENE of King City, California"
755,nc,72087826,1381827979600,37.8857,-122.2233,2.7,7.1,,"3km WNW of Orinda, California"
756,ak,10824545,1381827348000,64.7107,-146.9044,1.3,1.5,7,"8km NE of Eielson Air Force Base, Alaska"
757,us,b000keii,1381827171100,36.605,-97.818,2.7,5,,"23km NNE of Enid, Oklahoma"
758,us,b000kdjb,1381827139120,9.8629,123.9941,5.4,19.35,,"1km NNW of Catigbian, Philippines"
759,mb,13416192,1381826958900,45.262,-111.2878,2.6,14.3,36,"6km ESE of Big Sky, Montana"
760,us,b000kdj6,1381826571030,9.7769,123.7113,5.9,20.15,,"9km WSW of Loon, Philippines"
761,us,b000kdj3,1381826182580,9.8032,124.2273,5.5,19.69,,"1km NW of Valle Hermoso, Philippines"
762,ci,11378426,1381826144400,33.8017,-117.6772,1.2,7,27,"11km ENE of North Tustin, California"
763,nc,72087816,1381825662500,37.8898,-122.2225,1.7,7,,"4km ENE of Berkeley, California"
764,nc,72087811,1381825479600,37.8922,-122.2283,1,7.2,,"4km ENE of Berkeley, California"
765,nc,72087796,1381824446500,37.8827,-122.2305,3.2,7.3,,"3km ENE of Berkeley, California"
766,mb,13105610,1381822943600,44.3568,-115.7323,2.7,22.4,11,"30km SE of Cascade, Idaho"
767,ci,11378402,1381822402700,34.0428,-116.8487,1.6,16.4,62,"13km N of Banning, California"
768,ci,11378394,1381820826300,36.1517,-118.0683,3.2,3.6,39,"50km S of Lone Pine, California"
769,nc,72087771,1381819733300,40.4007,-125.4605,3.3,23.1,,"103km W of Ferndale, California"
770,pr,13288000,1381819397700,18.0785,-66.149,1.7,15,11,"4km SSE of Cayey, Puerto Rico"
771,ak,10824502,1381819388000,65.796,-145.9,2.9,10.2,21,"66km WNW of Circle Hot Springs Station, Alaska"
772,nc,72087761,1381818742800,38.811,-122.7908,1.2,3.1,,"4km NW of The Geysers, California"
773,nc,72087751,1381818525900,36.8063,-121.5327,1.6,4.1,,"4km S of San Juan Bautista, California"
774,nc,72087756,1381818469300,38.8398,-122.8283,1.4,2.1,,"9km WNW of Cobb, California"
775,nc,72087746,1381818194000,37.8892,-122.2193,1.7,7.2,,"3km WNW of Orinda, California"
776,ak,10824489,1381817551000,62.1963,-150.9964,1.6,15.8,15,"48km WSW of Talkeetna, Alaska"
777,ak,10824485,1381817017000,60.3766,-147.7513,2.1,2.7,17,"67km SE of Whittier, Alaska"
778,us,b000kdhd,1381816723970,37.106,141.6415,4.8,30.92,,"67km E of Iwaki, Japan"
779,us,b000kdh7,1381816036940,10.0967,124.136,5,19.95,,"2km NE of Buenavista, Philippines"
780,uw,60610917,1381814564500,47.3317,-122.4002,1,17.9,,"6km W of Federal Way, Washington"
781,nc,72087741,1381814096700,38.8392,-122.8275,1.4,2.6,,"9km WNW of Cobb, California"
782,us,b000kdgz,1381813936220,9.767,123.8376,4.8,19.94,,"2km NNW of Maribojoc, Philippines"
783,nc,72087736,1381813925700,40.1837,-121.0433,2.3,0,,"9km WNW of Greenville, California"
784,hv,60576791,1381812877200,19.3777,-155.2833,1.7,1.4,,"7km SW of Volcano, Hawaii"
785,us,b000kdf4,1381810951990,9.9608,124.0032,5.2,25.1,,"2km W of Clarin, Philippines"
786,nc,72087731,1381810743400,37.492,-118.8422,1.2,10.2,,"20km SSE of Mammoth Lakes, California"
787,ci,11378354,1381809765200,33.9938,-116.5513,1.1,11.4,42,"5km NW of Desert Hot Springs, California"
788,nc,72087716,1381807238200,40.1853,-121.0483,2.2,2.2,,"9km WNW of Greenville, California"
789,ci,11378346,1381806808200,33.5133,-116.443,1.4,12.1,47,"20km SW of La Quinta, California"
790,us,b000kdeg,1381806208900,-20.873,-177.2112,4.9,412.74,,"156km E of Ndoi Island, Fiji"
791,us,b000kdeb,1381804922870,9.9381,124.0301,5,22.95,,"2km SSE of Clarin, Philippines"
792,us,b000kdea,1381804612650,10.3057,123.8733,4.6,20.38,,"1km WNW of Calero, Philippines"
793,nc,72087691,1381803732000,36.804,-121.529,1.7,3.3,,"4km S of San Juan Bautista, California"
794,ak,10824462,1381803531000,62.7945,-149.0969,1.2,0,14,"66km S of Cantwell, Alaska"
795,nc,72087686,1381803327200,38.7862,-122.7198,1,2.6,,"3km S of Cobb, California"
796,us,b000kde4,1381802551070,-29.4754,-178.6203,4.9,32.62,,"73km WSW of Raoul Island, New Zealand"
797,uu,60041227,1381802504400,39.7175,-111.2148,1.4,-1.7,,"21km ENE of Fairview, Utah"
798,us,b000kde0,1381802131680,9.7425,123.8642,4.9,21.29,,"2km E of Maribojoc, Philippines"
799,us,b000kdds,1381801077380,9.7513,123.7622,5.2,22.56,,"6km SSW of Loon, Philippines"
